Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-10-30,667.486,680.836,667.486,680.836,53.4842406867
2023-10-31,680.836,684.65,675.115,677.022,142.6246418312
2023-11-02,677.022,686.557,675.115,686.557,137.3810888227
2023-11-03,684.65,684.65,678.929,682.743,10.487106017
2023-11-06,680.836,694.186,675.115,690.372,304.126074493
2023-11-07,688.464,688.464,677.022,686.557,78.6532951275
2023-11-08,686.557,690.372,686.557,686.557,137.3810888227
2023-11-09,690.372,690.372,686.557,690.372,7.3409742119
2023-11-10,690.372,690.372,678.929,678.929,60.8252148986
2023-11-13,678.929,682.743,677.022,682.743,24.1203438391
2023-11-14,684.65,684.65,680.836,684.65,25.1690544408
2023-11-15,684.65,692.279,684.65,686.557,111.1633237802
2023-11-16,690.372,705.628,690.372,690.372,188.767908306
2023-11-17,692.279,692.279,684.65,684.65,18.8767908306
2023-11-20,686.557,699.907,686.557,699.907,73.409742119
2023-11-21,694.186,701.814,694.186,701.814,122.6991403989
2023-11-22,701.814,701.814,694.186,694.186,12.5845272204
2023-11-23,694.186,703.721,692.279,703.721,54.5329512884
2023-11-24,703.721,713.257,703.721,713.257,72.3610315173
2023-11-27,715.164,715.164,698,713.257,103.8223495683
2023-11-28,709.443,730.421,709.443,730.421,123.7478510006
2023-11-29,730.421,732.328,715.164,730.421,220.229226357
2023-11-30,732.328,732.328,722.792,730.421,29.3638968476
2023-12-01,730.421,741.863,722.792,741.863,102.7736389666
2023-12-04,741.863,751.399,718.978,728.514,197.1575931196
2023-12-05,736.142,776.191,709.443,718.978,214.9856733485
2023-12-06,718.978,734.235,718.978,734.235,117.4555873904
2023-12-07,709.443,718.978,688.464,718.978,186.6704871026
2023-12-08,724.699,724.699,705.628,715.164,47.1919770765
2023-12-11,715.164,715.164,701.814,711.35,194.0114613145
2023-12-12,715.164,715.164,701.814,711.35,67.1174785088
2023-12-13,711.35,728.514,709.443,728.514,99.6275071615
2023-12-14,715.164,726.607,715.164,715.164,126.8939828057
2023-12-15,724.699,728.514,715.164,728.514,170.9398280771
2023-12-18,728.514,730.421,720.885,720.885,62.922636102
2023-12-19,722.792,730.421,722.792,730.421,41.948424068
2023-12-20,730.421,734.235,722.792,734.235,84.9455587377
2023-12-21,732.328,732.328,705.628,715.164,219.1805157553
2023-12-22,717.071,734.235,713.257,713.257,80.7507163309
2023-12-27,715.164,728.514,713.257,728.514,127.9426934074
2023-12-28,732.328,732.328,718.978,718.978,36.7048710595
2023-12-29,724.699,724.699,715.164,715.164,347.1232091627
